nameseq
sp|P26901|CATA_BACSU
sp|P21880|DLDH1_BACSU
sp|P21881|ODPA_BACSU
sp|P09124|G3P1_BACSU
sp|P21882|ODPB_BACSU
sp|P49814|MDH_BACSU
sp|P54375|SODM_BACSU
sp|P28598|CH60_BACSU
sp|P39634|ROCA_BACSU
sp|P9WN39|GLN1B_MYCTU
sp|P9WGE7|SODF_MYCTU
sp|Q88VM0|DNAK_LACPL
sp|P99075|ALF2_STAAN
sp|P0DJM2|DNAK_LISMO
sp|P37869|ENO_BACSU
sp|Q8Y422|EFTU_LISMO
sp|Q06320|CWLC_BACSU
sp|P80868|EFG_BACSU
sp|P9WNK7|ESXA_MYCTU
sp|P9WNK5|ESXB_MYCTU
sp|P39810|FLGK_BACSU
sp|P39738|FLID_BACSU
sp|P02968|FLA_BACSU
sp|O53083|RL19_LISMO
sp|P39138|ARGI_BACSU
sp|Q9RLT9|RPOB_LISMO
sp|Q8YA96|RPOC_LISMO
sp|Q8Y459|RS9_LISMO
sp|P39797|XEPA_BACSU
sp|P54327|XKDG_BACSU
sp|P54331|XKDK_BACSU
sp|P54332|XKDM_BACSU
sp|P39800|XLYA_BACSU
sp|P80875|G16U_BACSU
sp|A5U8S5|COAX_MYCTA
sp|Q65JY2|MURD_BACLD
sp|Q8DPJ8|RNC_STRR6
sp|Q88VH0|APT_LACPL
sp|Q92EF1|KPRS2_LISIN
sp|Q92BJ1|DTD_LISIN
sp|Q5HG25|DAPA_STAAC
sp|Q65LE8|ARGB_BACLD
sp|Q92BT5|MURB_LISIN
sp|O05515|TSAE_BACSU
sp|Q92A79|NDK_LISIN
sp|Q65I57|PANC_BACLD
sp|Q72X78|SPEE_BACC1
sp|Q81KI4|MOBA_BACAN
sp|Q88S50|RHAM_LACPL
sp|A2RJT9|PYRDA_LACLM
sp|Q931P6|ACKA_STAAM
sp|Q02133|HIS6_LACLA
sp|Q2FJ89|HCHA_STAA3
sp|Q7A827|HDOX2_STAAN
sp|Q81XR2|DAPF_BACAN
sp|P64180|G3P2_STAAM
sp|Q63A51|COAW_BACCZ
sp|Q9RL97|MNME_STRAG
sp|O31521|URHG1_BACSU
sp|Q65K78|MOBA_BACLD
sp|Q9CEN1|MURE_LACLA
sp|P94388|CAH_BACSU
sp|Q8RPQ1|DPS1_BACAN
sp|Q81SX4|IDI2_BACAN
sp|Q2FYG7|NDK_STAA8
sp|P45947|ARSC_BACSU
sp|O07608|LPLJ_BACSU
sp|Q65CR5|PURA_BACLD
